title,link,info
Finding Mixed Nash Equilibria of Generative Adversarial Networks,['https://www.semanticscholar.org/paper/Finding-Mixed-Nash-Equilibria-of-Generative-Hsieh-Liu/0353d5fea8d8d5948033915f47995e08faef22ef'],"[{'Citations': 39, 'Highly Influential Citations': '8', 'Background Citations': '20', 'Methods Citations': '13', 'Results Citations': '1'}]"
Local Stability and Performance of Simple Gradient Penalty $\mu$-Wasserstein GAN,['https://www.semanticscholar.org/paper/Local-Stability-and-Performance-of-Simple-Gradient-Kim-Park/bcfa698f95933eb06cff3ad7d5387c04efaa1f3e'],"[{'Citations': 1, 'Methods Citations': '1'}]"
Learning Discriminators as Energy Networks in Adversarial Learning,['https://www.semanticscholar.org/paper/Learning-Discriminators-as-Energy-Networks-in-Pan-Yan/3983370efe7a7521bde255017171724d845b3383'],"[{'Citations': 1, 'Background Citations': '1', 'Methods Citations': '1', 'Results Citations': '1'}]"
Optimistic Acceleration for Optimization,['https://www.semanticscholar.org/paper/Optimistic-Acceleration-for-Optimization-Wang-Li/0b6879af0274efcd2ff50c421b9084cc2acce5a2'],[{'Citations': 0}]
On the Ineffectiveness of Variance Reduced Optimization for Deep Learning,['https://www.semanticscholar.org/paper/On-the-Ineffectiveness-of-Variance-Reduced-for-Deep-Defazio-Bottou/99553558fe941b9b33c320842a3613be022275e6'],"[{'Citations': 65, 'Highly Influential Citations': '4', 'Background Citations': '39', 'Methods Citations': '8', 'Results Citations': '1'}]"
EDDI: Efficient Dynamic Discovery of High-Value Information with Partial VAE,['https://www.semanticscholar.org/paper/EDDI%3A-Efficient-Dynamic-Discovery-of-High-Value-VAE-Ma-Tschiatschek/cea820d921f5a0462a39764a615225ff40e00306'],"[{'Citations': 57, 'Highly Influential Citations': '6', 'Background Citations': '30', 'Methods Citations': '30', 'Results Citations': '2'}]"
"Search-Guided, Lightly-supervised Training of  Structured Prediction Energy Networks",['https://www.semanticscholar.org/paper/Search-Guided%2C-Lightly-supervised-Training-of-Rooshenas-Zhang/e265b34e2f06daa5117b110a7a685103f31e095d'],"[{'Citations': 3, 'Methods Citations': '2'}]"
Distinguishability of Adversarial Examples,['https://www.semanticscholar.org/paper/Distinguishability-of-adversarial-examples-Qin-Hunt/3ac31757ca15307b06c1aeb59b5baf8359885b22'],[{'Citations': 0}]
On the Geometry of Adversarial Examples,['https://www.semanticscholar.org/paper/On-the-Geometry-of-Adversarial-Examples-Khoury-Hadfield-Menell/00f9e7f7c83a70829da876ffffcedeaeba0f7a55'],"[{'Citations': 28, 'Highly Influential Citations': '2', 'Background Citations': '22', 'Methods Citations': '4', 'Results Citations': '3'}]"
Learning Global Additive Explanations for Neural Nets Using Model Distillation,['https://www.semanticscholar.org/paper/Learning-Global-Additive-Explanations-for-Neural-Tan-Caruana/02f90510adc84ec3fcc093e19b22e84809cdc2bc'],"[{'Citations': 54, 'Highly Influential Citations': '2', 'Background Citations': '24', 'Methods Citations': '15'}]"
Predicted Variables in Programming,['https://www.semanticscholar.org/paper/Predicted-Variables-in-Programming-Carbune-Coppey/afa47bac0aaf4ec93fa9b666aa73a24829257d6e'],"[{'Citations': 1, 'Highly Influential Citations': '1', 'Background Citations': '1'}]"
Learning Abstract Models for Long-Horizon Exploration,['https://www.semanticscholar.org/paper/Learning-Abstract-Models-for-Long-Horizon-Liu-Keramati/c526e8e442c87aba7673b09f9e4c03bb49cccf84'],"[{'Citations': 4, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1', 'Results Citations': '1'}]"
Meta-Learning Neural Bloom Filters,['https://www.semanticscholar.org/paper/Meta-Learning-Neural-Bloom-Filters-Rae-Bartunov/4f5d46c5c3568adbfe4622cba833d1be41f60e46'],"[{'Citations': 20, 'Highly Influential Citations': '2', 'Background Citations': '7', 'Methods Citations': '6'}]"
The Universal Approximation Power of Finite-Width Deep ReLU Networks,['https://www.semanticscholar.org/paper/The-universal-approximation-power-of-finite-width-Perekrestenko-Grohs/bd718d0c0dddcd3ef38e238ce2881cfcc747a217'],"[{'Citations': 19, 'Background Citations': '10', 'Methods Citations': '1'}]"
Transfer Learning for Related Reinforcement Learning Tasks via Image-to-Image Translation,['https://www.semanticscholar.org/paper/Transfer-Learning-for-Related-Reinforcement-Tasks-Gamrian-Goldberg/0d38284025bd0eabf92399b35df189ae1e034236'],"[{'Citations': 48, 'Highly Influential Citations': '3', 'Background Citations': '28', 'Methods Citations': '16', 'Results Citations': '1'}]"
Guiding Physical Intuition with Neural Stethoscopes,['https://www.semanticscholar.org/paper/Guiding-Physical-Intuition-with-Neural-Stethoscopes-Fuchs-Groth/4954b9917588bb38d2e45443cf5f8f78224325ed'],[{'Citations': 0}]
An Adversarial Learning Framework for a Persona-based Multi-turn Dialogue Model,['https://www.semanticscholar.org/paper/An-Adversarial-Learning-Framework-For-A-Multi-Turn-Olabiyi-Khazane/6e173c90553ea9e77c105069f4aa18ed85b736c3'],"[{'Citations': 12, 'Background Citations': '8', 'Methods Citations': '4', 'Results Citations': '1'}]"
Seq2Slate: Re-ranking and Slate Optimization with RNNs,['https://www.semanticscholar.org/paper/Seq2Slate%3A-Re-ranking-and-Slate-Optimization-with-Bello-Kulkarni/de9cda8be4974787dca126cb663dc934c8105e0a'],"[{'Citations': 34, 'Highly Influential Citations': '3', 'Background Citations': '21', 'Methods Citations': '15', 'Results Citations': '1'}]"
An Efficient and Margin-Approaching Zero-Confidence Adversarial Attack,['https://www.semanticscholar.org/paper/An-Efficient-and-Margin-Approaching-Zero-Confidence-Zhang-Chang/919502e353b4d4a503a65188c90ca55669f107f8'],[{'Citations': 0}]
Dense Morphological Network: An Universal Function Approximator,['https://www.semanticscholar.org/paper/Dense-Morphological-Network%3A-An-Universal-Function-Mondal-Santra/e5701b6db377ae0bff52fefab43321c97d244eec'],"[{'Citations': 14, 'Highly Influential Citations': '1', 'Background Citations': '8', 'Methods Citations': '3'}]"
Surprising Negative Results for Generative  Adversarial Tree Search ,['https://www.semanticscholar.org/paper/Surprising-Negative-Results-for-Generative-Tree-Azizzadenesheli-Yang/cc7858e74a79edceb5a42c30fc5c2dc5117f365b'],"[{'Citations': 13, 'Highly Influential Citations': '3', 'Background Citations': '11', 'Methods Citations': '5', 'Results Citations': '4'}]"
Featurized Bidirectional GAN: Adversarial Defense via Adversarially Learned Semantic Inference,['https://www.semanticscholar.org/paper/Featurized-Bidirectional-GAN%3A-Adversarial-Defense-Bao-Liang/275dc558b44636bfb432c8000cafeb7ca0f3d4e2'],"[{'Citations': 7, 'Highly Influential Citations': '1', 'Background Citations': '3', 'Methods Citations': '1'}]"
ATTACK GRAPH CONVOLUTIONAL NETWORKS BY ADDING FAKE NODES,['https://www.semanticscholar.org/paper/Attack-Graph-Convolutional-Networks-by-Adding-Fake-Wang-Eaton/466f9661fba46a682bd9de9374499f32016d23d6'],"[{'Citations': 32, 'Highly Influential Citations': '2', 'Background Citations': '19', 'Methods Citations': '10'}]"
BlackMarks: Black-box Multi-bit Watermarking for Deep Neural Networks,['https://www.semanticscholar.org/paper/BlackMarks%3A-Black-box-Multi-bit-Watermarking-for-Chen-Rouhani/8f4d3810c0c99e500f6e8b56591fa19f87c845c8'],"[{'Citations': 6, 'Background Citations': '2'}]"
Prob2Vec: Mathematical Semantic Embedding for Problem Retrieval in Adaptive Tutoring,['https://www.semanticscholar.org/paper/Prob2Vec%3A-Mathematical-Semantic-Embedding-for-in-Su-Yekkehkhany/eb55bf6bf184bd2dd5c7d89e550082e25b53f56d'],[{'Citations': 0}]
Visualizing and Understanding the Semantics of Embedding Spaces via Algebraic Formulae,['https://www.semanticscholar.org/paper/Parallax%3A-Visualizing-and-Understanding-the-of-via-Molino-Wang/9767b1d458495e80cb0bd04d8366d680d43bdbf9'],"[{'Citations': 3, 'Highly Influential Citations': '1', 'Background Citations': '2', 'Methods Citations': '1'}]"
A Case for Object Compositionality in Deep Generative Models of Images,['https://www.semanticscholar.org/paper/A-Case-for-Object-Compositionality-in-Deep-Models-Steenkiste-Kurach/8b821fec771dcc24139af011a0748eedf38803f4'],"[{'Citations': 17, 'Background Citations': '9', 'Methods Citations': '3'}]"
ACE: Artificial Checkerboard Enhancer to Induce and Evade Adversarial Attacks,['https://www.semanticscholar.org/paper/ACE%3A-Artificial-Checkerboard-Enhancer-to-Induce-and-Hwang-Kim/d1d4a23547dcaa8ebc32dc28b00e86e754283a40'],[{'Citations': 0}]
Second-Order Adversarial Attack and Certifiable Robustness,['https://www.semanticscholar.org/paper/Second-Order-Adversarial-Attack-and-Certifiable-Li-Chen/750fd4f2a6139387b4f6245d3fd1013a8c8cf702'],"[{'Citations': 75, 'Highly Influential Citations': '5', 'Background Citations': '42', 'Methods Citations': '31', 'Results Citations': '2'}]"
Learning Heuristics for Automated Reasoning through Reinforcement Learning,['https://www.semanticscholar.org/paper/Learning-Heuristics-for-Automated-Reasoning-through-Lederman-Rabe/379f4808ea65dbee449251486f8e05ad6eac659a'],"[{'Citations': 26, 'Highly Influential Citations': '1', 'Background Citations': '12', 'Methods Citations': '5', 'Results Citations': '1'}]"
Strength in Numbers: Trading-off Robustness and Computation via Adversarially-Trained Ensembles,['https://www.semanticscholar.org/paper/Strength-in-Numbers%3A-Trading-off-Robustness-and-via-Grefenstette-Stanforth/49956bdcfb55d8b42c696a743843f2a1e232d739'],"[{'Citations': 15, 'Highly Influential Citations': '2', 'Background Citations': '7', 'Methods Citations': '7'}]"
Cutting Down Training Memory by Re-fowarding,['https://www.semanticscholar.org/paper/Cutting-Down-Training-Memory-by-Re-fowarding-Feng-Huang/d3fbce062d724aa8c5dc20e15164e74a10b2af24'],"[{'Citations': 4, 'Background Citations': '2', 'Methods Citations': '1'}]"
Neural Networks with Structural Resistance to Adversarial Attacks,['https://www.semanticscholar.org/paper/Neural-Networks-with-Structural-Resistance-to-Alfaro/a06630f2309f18b14dd2ec8a6a3ab78fccd3a05b'],"[{'Citations': 4, 'Background Citations': '2'}]"
Controlling Over-generalization and its Effect on Adversarial Examples Detection and Generation,['https://www.semanticscholar.org/paper/Controlling-Over-generalization-and-its-Effect-on-Abbasi-Rajabi/6c4f5c95004cdfde3b58d543b8cb25d6b91ebed6'],"[{'Citations': 10, 'Background Citations': '6', 'Methods Citations': '2'}]"
Robust Determinantal Generative Classifier for Noisy Labels and Adversarial Attacks,['https://www.semanticscholar.org/paper/Robust-Determinantal-Generative-Classifier-for-and-Lee-Yun/fd876a83e18eae87c28bba8ca9d9d9ed74ef8b49'],"[{'Citations': 7, 'Background Citations': '3', 'Methods Citations': '3'}]"
Single Shot Neural Architecture Search Via Direct Sparse Optimization,['https://www.semanticscholar.org/paper/You-Only-Search-Once%3A-Single-Shot-Neural-Search-via-Zhang-Huang/a70786dad54fb3c2c87445805d0c8c87db8d3840'],"[{'Citations': 40, 'Highly Influential Citations': '4', 'Background Citations': '14', 'Methods Citations': '12', 'Results Citations': '2'}]"
EFFICIENT TWO-STEP ADVERSARIAL DEFENSE FOR DEEP NEURAL NETWORKS,['https://www.semanticscholar.org/paper/Efficient-Two-Step-Adversarial-Defense-for-Deep-Chang-He/a8cf0781b1acf3f7ea660209d5210f08d7173a85'],"[{'Citations': 8, 'Methods Citations': '5'}]"
Adaptive Neural Trees,['https://www.semanticscholar.org/paper/Adaptive-Neural-Trees-Tanno-Arulkumaran/f143eb8470c0564e050fbc68fc7c1339f053de77'],"[{'Citations': 63, 'Highly Influential Citations': '6', 'Background Citations': '28', 'Methods Citations': '22', 'Results Citations': '2'}]"
Probabilistic Neural-Symbolic Models for Interpretable Visual Question Answering,['https://www.semanticscholar.org/paper/Probabilistic-Neural-symbolic-Models-for-Visual-Vedantam-Desai/cef77310f326bd30b172459dbecaedf228fc7b23'],"[{'Citations': 32, 'Highly Influential Citations': '2', 'Background Citations': '13', 'Methods Citations': '7', 'Results Citations': '1'}]"
Neural separation of observed and unobserved distributions,['https://www.semanticscholar.org/paper/Neural-separation-of-observed-and-unobserved-Halperin-Ephrat/9938e907fc34a9f46bd21e48563bbd74a1eeaeb4'],"[{'Citations': 14, 'Highly Influential Citations': '3', 'Background Citations': '6', 'Methods Citations': '4', 'Results Citations': '3'}]"
BNN+: Improved Binary Network Training,['https://www.semanticscholar.org/paper/BNN%2B%3A-Improved-Binary-Network-Training-Darabi-Belbahri/cb34321f97082d47c4ac6c34bcd5cf65d72edc8e'],"[{'Citations': 59, 'Highly Influential Citations': '14', 'Background Citations': '31', 'Methods Citations': '27', 'Results Citations': '3'}]"
SEGEN: SAMPLE-ENSEMBLE GENETIC EVOLUTIONARY NETWORK MODEL,['https://www.semanticscholar.org/paper/Genetic-Evolutionary-Network-ModelSampled-Learning-Zhang-Cui/ecc245240e46e9402b8a4dc77d5b02f0b8301349'],[{'Citations': 0}]
A  Model Cortical Network for Spatiotemporal Sequence Learning and Prediction,['https://www.semanticscholar.org/paper/A-Model-Cortical-Network-for-Spatiotemporal-and-Qiu-Huang/ee1185ea5c16fde7f1af8c0eda810a5200246cd1'],[{'Citations': 0}]
Graph Transformer ,['https://www.semanticscholar.org/paper/Heterogeneous-Graph-Transformer-Hu-Dong/0ca7d8c3250d43d14fdde46bf6fc299654d861ef'],"[{'Citations': 102, 'Highly Influential Citations': '32', 'Background Citations': '59', 'Methods Citations': '51', 'Results Citations': '3'}]"
Manifold Mixup: Learning Better Representations by Interpolating Hidden States,['https://www.semanticscholar.org/paper/Manifold-Mixup%3A-Learning-Better-Representations-by-Verma-Lamb/61d7ca903206136209943fe351752dc61389ea11'],"[{'Citations': 22, 'Highly Influential Citations': '4', 'Background Citations': '10', 'Methods Citations': '7'}]"
Convolutional Neural Networks combined with Runge-Kutta Methods,['https://www.semanticscholar.org/paper/Convolutional-Neural-Networks-combined-with-Methods-Zhu-Fu/cda6d9b0cc1509ec61a43e24e9b7a14b18642aca'],"[{'Citations': 26, 'Highly Influential Citations': '1', 'Background Citations': '11', 'Methods Citations': '14'}]"
Improving Sentence Representations with Multi-view Frameworks,['https://www.semanticscholar.org/paper/Improving-Sentence-Representations-with-Multi-view-Tang-Sa/cc8cb96ecded66a2321a54aacf75f3121403c214'],[{'Citations': 4}]
Principled Deep Neural Network Training through Linear Programming,['https://www.semanticscholar.org/paper/Principled-Deep-Neural-Network-Training-through-Bienstock-Mu%C3%B1oz/ce465c6830cb28a1f57cad2b9ee5f4084ab1f9c3'],"[{'Citations': 9, 'Background Citations': '3', 'Methods Citations': '3'}]"
The Importance of Norm Regularization in Linear Graph Embedding: Theoretical Analysis and Empirical Demonstration,['https://www.semanticscholar.org/paper/The-Importance-of-Norm-Regularization-in-Linear-and-Gao-Zhang/e0fc3bf613fe185a4f263ad48d9ce0a102080c1c'],[{'Citations': 1}]
Dimension-Free Bounds for Low-Precision Training,['https://www.semanticscholar.org/paper/Dimension-Free-Bounds-for-Low-Precision-Training-Li-Sa/00d1d3e5335a8d08ea3e4cf629b54b7c1f47ca80'],"[{'Citations': 4, 'Background Citations': '3', 'Methods Citations': '1'}]"
Convergence Guarantees for RMSProp and ADAM in Non-Convex Optimization and an Empirical Comparison to Nesterov Acceleration,['https://www.semanticscholar.org/paper/Convergence-Guarantees-for-RMSProp-and-ADAM-in-and-De-Mukherjee/f0a8159948d0b5d5035980c97b88038d444a1454'],"[{'Citations': 38, 'Highly Influential Citations': '4', 'Background Citations': '15', 'Methods Citations': '9', 'Results Citations': '2'}]"
Globally Soft Filter Pruning For Efficient Convolutional Neural Networks,['https://www.semanticscholar.org/paper/Globally-Soft-Filter-Pruning-For-Efficient-Neural-Xu-Wang/5f12406d9dd8b92d48f90d127ff3b66fd94cfd1a'],[{'Citations': 4}]
Quantization for Rapid Deployment of Deep Neural Networks,['https://www.semanticscholar.org/paper/Quantization-for-Rapid-Deployment-of-Deep-Neural-Lee-Ha/ff42f23e67612f56e1877a574772eddd799b8e71'],"[{'Citations': 26, 'Highly Influential Citations': '4', 'Background Citations': '14', 'Methods Citations': '10'}]"
Discovering Low-Precision Networks Close to Full-Precision Networks for Efficient Embedded Inference,['https://www.semanticscholar.org/paper/Discovering-Low-Precision-Networks-Close-to-for-McKinstry-Esser/96a18bd9392ac3307f3727078d33a86284bcc5fd'],"[{'Citations': 52, 'Highly Influential Citations': '8', 'Background Citations': '31', 'Methods Citations': '10', 'Results Citations': '2'}]"
Can I trust you more? Model-Agnostic Hierarchical Explanations,['https://www.semanticscholar.org/paper/Can-I-trust-you-more-Model-Agnostic-Hierarchical-Tsang-Sun/a813d79c97ba7ec3e462c3c716c5d82f137d5a19'],"[{'Citations': 14, 'Background Citations': '7', 'Methods Citations': '1', 'Results Citations': '1'}]"
Towards a better understanding of Vector Quantized Autoencoders,['https://www.semanticscholar.org/paper/Towards-a-better-understanding-of-Vector-Quantized-Roy-Vaswani/4ced2086c4a87ee381b256d2e717ea00073d420a'],"[{'Citations': 7, 'Highly Influential Citations': '1', 'Background Citations': '5', 'Methods Citations': '5'}]"
